Date,Open,High,Low,Close,Volume,Adj Close,20 Day SMA,50 Day SMA,Trade,
9/30/2010,22,22.15,20.19,20.41,2195800,20.41,20.755,20.1918,,
10/1/2010,20.69,20.75,20.31,20.6,597700,20.6,20.732,20.1838,,
10/4/2010,20.43,21.17,20.3,20.99,643600,20.99,20.729,20.1778,,
10/5/2010,21.15,21.28,21.01,21.12,332000,21.12,20.758,20.1812,,
10/6/2010,21.06,21.26,20.32,20.46,313400,20.46,20.736,20.1794,,
10/7/2010,20.57,20.64,20.34,20.43,141000,20.43,20.722,20.1736,,
10/8/2010,20.43,20.79,20.39,20.43,267800,20.43,20.735,20.1752,,
10/11/2010,20.44,20.7,20.07,20.24,171200,20.24,20.711,20.1812,,
10/12/2010,20.2,20.28,20.03,20.24,244000,20.24,20.667,20.1676,,
10/13/2010,20.64,20.85,20.36,20.54,318200,20.54,20.595,20.1394,TRADE,
10/14/2010,21,21.03,20.4,20.75,294800,20.75,20.5855,20.1292,,
10/15/2010,20.89,20.9,20.25,20.54,284700,20.54,20.601,20.131,,
10/18/2010,20.52,20.64,20.22,20.23,162800,20.23,20.5595,20.1438,,
10/19/2010,20.2,20.41,20,20.05,245200,20.05,20.5235,20.1528,,
10/20/2010,20.16,20.69,20.04,20.65,312500,20.65,20.5625,20.1852,,
10/21/2010,20.61,20.95,20.45,20.75,417100,20.75,20.622,20.2422,,
10/22/2010,20.68,20.93,20.55,20.72,161100,20.72,20.653,20.3046,,
10/25/2010,20.94,20.98,20.73,20.85,118500,20.85,20.669,20.3552,,
10/26/2010,20.8,21.87,20.51,21.36,660900,21.36,20.667,20.4068,,
10/27/2010,21.25,21.38,20.65,21,356500,21,20.618,20.4438,,
10/28/2010,21.39,21.5,20.96,21.19,224200,21.19,20.657,20.4922,,
10/29/2010,21.14,21.85,21.05,21.84,280600,21.84,20.719,20.5532,,
11/1/2010,21.94,22.75,21.31,21.41,455800,21.41,20.74,20.5994,,
11/2/2010,21.68,21.88,21.05,21.25,322500,21.25,20.7465,20.6218,,
11/3/2010,21.28,22.5,21.16,21.77,372600,21.77,20.812,20.6732,,
11/4/2010,22.6,25.33,22.15,24.9,1874000,24.9,21.0355,20.7732,,
11/5/2010,24.87,24.97,23.72,24.44,1011000,24.44,21.236,20.867,,
11/8/2010,24.5,25,24.03,24.98,509500,24.98,21.473,20.9726,,
11/9/2010,25,25.69,24.05,24.63,956400,24.63,21.6925,21.0678,,
11/10/2010,24.48,29.97,24.05,29.36,3060500,29.36,22.1335,21.2654,,
11/11/2010,28.6,29.1,27.33,28.04,1945300,28.04,22.498,21.4172,,
11/12/2010,28.25,30.5,28.07,29.84,2729100,29.84,22.963,21.5928,,
11/15/2010,30.22,32.94,30.22,30.8,2622900,30.8,23.4915,21.7878,,
11/16/2010,31,31.4,28.42,29.67,1347600,29.67,23.9725,21.9704,,
11/17/2010,30.2,30.75,28.61,29.49,750000,29.49,24.4145,22.1422,,
11/18/2010,30.67,30.74,28.92,29.89,956100,29.89,24.8715,22.3258,,
11/19/2010,30.16,31.37,29.7,30.99,1150500,30.99,25.385,22.5422,,
11/22/2010,31.57,33.45,31.5,33.4,1529700,33.4,26.0125,22.7958,,
11/23/2010,33.29,35.68,32.19,34.57,1577800,34.57,26.673,23.0648,,
11/24/2010,35.27,35.97,34.33,35.47,1425000,35.47,27.3965,23.3346,,
11/26/2010,35.6,36,34.75,35.32,350600,35.32,28.103,23.6222,,
11/29/2010,35.41,35.95,33.33,34.33,1145600,34.33,28.7275,23.9042,,
11/30/2010,33.74,35.33,33.41,35.33,2222600,35.33,29.4235,24.1896,,
12/1/2010,35.87,36.42,33.45,34.35,1299200,34.35,30.0785,24.4612,,
12/2/2010,34.01,34.3,31.2,32.35,2007000,32.35,30.6075,24.7108,,
12/3/2010,32.01,32.25,30.87,31.49,1160100,31.49,30.937,24.9494,,
12/6/2010,31.35,31.45,29.56,30.31,1274400,30.31,31.2305,25.1536,,
12/7/2010,30.49,32.4,30.05,31.56,1311300,31.56,31.5595,25.3742,,
12/8/2010,32.48,32.49,31.52,32.37,660000,32.37,31.9465,25.5936,,
12/9/2010,32.51,32.72,31.65,32.05,406000,32.05,32.081,25.795,,
12/10/2010,32.05,32.92,31.13,31.52,429400,31.52,32.255,26.0172,,
12/13/2010,31.64,31.77,30.4,30.55,410400,30.55,32.2905,26.2162,,
12/14/2010,30.29,30.39,27.76,28.53,1765700,28.53,32.177,26.367,,
12/15/2010,28.67,29.97,28.53,29.6,742900,29.6,32.1735,26.5366,,
12/16/2010,30,30.91,29.65,30.81,790100,30.81,32.2395,26.7436,,
12/17/2010,31.34,31.54,30.71,31.36,813000,31.36,32.313,26.9622,,
12/20/2010,31.64,32.19,31.26,31.7,523400,31.7,32.3485,27.1876,,
12/21/2010,31.8,32.69,31.71,32.26,777700,32.26,32.2915,27.428,,
12/22/2010,32.25,32.86,31.7,32.63,833300,32.63,32.1945,27.6758,,
12/23/2010,31.26,32.48,29.92,30.09,1552600,30.09,31.9255,27.8668,,
12/27/2010,28.02,28.58,25.06,25.55,9301900,25.55,31.437,27.9628,,
12/28/2010,25.85,26.75,25,26.41,4056300,26.41,31.041,28.0802,,
12/29/2010,27.03,28.01,26.5,27.73,3319200,27.73,30.661,28.2302,,
12/30/2010,27.7,27.9,26.38,26.5,2041100,26.5,30.2685,28.3592,,
12/31/2010,26.57,27.25,26.5,26.63,1417900,26.63,29.9825,28.4788,,
1/3/2011,26.84,27,25.9,26.62,1283000,26.62,29.739,28.5962,,
1/4/2011,26.66,26.95,26.02,26.67,1187400,26.67,29.557,28.7152,,
1/5/2011,26.48,26.9,26.19,26.83,1446700,26.83,29.3205,28.8348,,
1/6/2011,26.83,28,26.81,27.88,2061200,27.88,29.096,28.9652,,
1/7/2011,28,28.58,27.9,28.24,2247900,28.24,28.9055,29.11,,
1/10/2011,28.17,28.68,28.05,28.45,1342700,28.45,28.752,29.2552,,
1/11/2011,28.59,28.71,26.92,26.96,1710200,26.96,28.5725,29.3576,,
1/12/2011,27.01,27.4,26.52,26.96,964400,26.96,28.494,29.4686,,
1/13/2011,26.96,26.97,26.16,26.22,723600,26.22,28.325,29.568,,
1/14/2011,26.15,26.58,25.61,25.75,1192000,25.75,28.072,29.6476,,
1/18/2011,25.48,25.64,24.75,25.64,1621700,25.64,27.786,29.6624,,
1/19/2011,25.27,25.47,23.75,24.03,2371500,24.03,27.4025,29.6542,,
1/20/2011,24.03,24.45,22.37,22.62,2279900,22.62,26.9205,29.607,,
1/21/2011,23.12,23.59,22.71,23.04,1217000,23.04,26.441,29.5752,,
1/24/2011,23.53,24.81,23.23,24.49,1645100,24.49,26.161,29.4778,,
1/25/2011,24.65,24.89,24.02,24.68,1271500,24.68,26.1175,29.4106,,
1/26/2011,24.71,24.88,24.1,24.75,1079900,24.75,26.0345,29.3088,,
1/27/2011,24.74,25.08,24.53,24.92,895700,24.92,25.894,29.1912,,
1/28/2011,24.88,24.88,23.75,24.01,1048400,24.01,25.7695,29.078,,
1/31/2011,24.05,24.12,23.5,24.1,830300,24.1,25.643,28.9702,,
2/1/2011,24.31,24.73,23.54,23.91,707800,23.91,25.5075,28.8506,,
2/2/2011,24.16,24.18,23.67,23.94,569500,23.94,25.371,28.7096,,
2/3/2011,23.82,23.9,23.15,23.63,512000,23.63,25.211,28.5142,,
2/4/2011,23.44,23.67,23.22,23.46,544000,23.46,24.99,28.292,,
2/7/2011,23.26,23.26,22.88,23.07,895100,23.07,24.7315,28.044,,
2/8/2011,23.78,25.25,23,24.49,3504900,24.49,24.5335,27.8274,,
2/9/2011,24.13,24.18,22.79,23.21,2635600,23.21,24.346,27.605,,
2/10/2011,23.26,23.64,22.81,23.22,836100,23.22,24.159,27.3628,,
2/11/2011,23.25,23.75,22.94,23.25,634500,23.25,24.0105,27.1408,,
2/14/2011,23.64,24.14,23.05,23.08,1283100,23.08,23.877,26.9554,,
2/15/2011,23.01,23.17,22.56,22.84,953700,22.84,23.737,26.7824,,
2/16/2011,23.1,24.97,23.07,24.73,4115100,24.73,23.772,26.6708,,
2/17/2011,24.63,25.49,23.55,23.6,2618400,23.6,23.821,26.5116,,
2/18/2011,23.33,23.49,22.96,23.18,2370700,23.18,23.828,26.3278,,
2/22/2011,22.88,23,21.78,21.87,2064600,21.87,23.697,26.1242,,
2/23/2011,22.18,22.5,21.11,21.83,1605600,21.83,23.5545,25.9304,,
2/24/2011,21.78,22.58,21.5,22.53,1055300,22.53,23.4435,25.77,,
2/25/2011,22.81,23.85,22.69,23.61,1346300,23.61,23.378,25.6716,,
2/28/2011,23.74,24.1,23.5,23.89,1051200,23.89,23.372,25.5574,,
3/1/2011,24.05,24.32,23.7,23.94,1106400,23.94,23.364,25.42,,
3/2/2011,23.82,24.28,23.73,24.02,663300,24.02,23.3695,25.2732,,
3/3/2011,24.48,24.79,24.06,24.36,640200,24.36,23.3905,25.1264,,
3/4/2011,24.48,24.99,23.78,24.95,1580100,24.95,23.4565,24.9802,,
3/7/2011,24.93,25.4,24.7,24.94,2033600,24.94,23.5305,24.8264,,
3/8/2011,24.6,24.96,24,24.66,1399900,24.66,23.61,24.7178,,
3/9/2011,24.66,24.99,24.27,24.72,924800,24.72,23.6215,24.7012,,
3/10/2011,24.44,24.49,23.73,24.01,1017000,24.01,23.6615,24.6532,,
3/11/2011,23.85,24.25,23.53,24.07,930800,24.07,23.704,24.58,,
3/14/2011,23.82,24,23.2,23.25,1166000,23.25,23.704,24.515,,
3/15/2011,22.2,22.96,21.8,22.95,1318800,22.95,23.6975,24.4414,,
3/16/2011,22.86,23.25,22.69,22.82,1169700,22.82,23.6965,24.3654,,
3/17/2011,23.24,23.43,22.64,22.81,922600,22.81,23.6005,24.2882,,
3/18/2011,23.19,23.19,22.51,22.96,687900,22.96,23.5685,24.2108,,
3/21/2011,23.05,23.05,22.54,22.73,411700,22.73,23.546,24.1078,,
3/22/2011,22.73,22.86,22,22.19,582900,22.19,23.562,23.9868,,
3/23/2011,22.11,22.27,21.77,22.21,422800,22.21,23.581,23.862,,
3/24/2011,22.14,22.38,21.98,22.33,462200,22.33,23.571,23.7694,,
3/25/2011,22.43,23,22.4,22.75,568000,22.75,23.528,23.6852,,
3/28/2011,22.7,23.54,22.55,23.25,1058100,23.25,23.496,23.6258,,
3/29/2011,23.3,24,23.21,23.92,755400,23.92,23.495,23.5892,,
