Date,Open,High,Low,Close,Volume,Adj Close,20 Day SMA,50 Day SMA,Trade,
2000-01-03,112.4375,116.00,111.875,116.00,10347700,94.16374,,,,
2000-01-04,114.00,114.50,110.875,112.0625,8227800,90.96745,,,,
2000-01-05,112.9375,119.75,112.125,116.00,12733200,94.16374,,,,
2000-01-06,118.00,118.9375,113.50,114.00,7971900,92.54023,,,,
2000-01-07,117.25,117.9375,110.625,113.50,11856700,92.13435,,,,
2000-01-10,117.25,119.375,115.375,118.00,8540500,95.78725,,,,
2000-01-11,117.875,121.125,116.625,119.00,7873300,96.59901,,,,
2000-01-12,119.625,122.00,118.25,119.50,6803800,97.00488,,,,
2000-01-13,119.9375,121.00,115.75,118.25,8489700,95.99019,,,,
2000-01-14,120.9375,123.3125,117.50,119.625,10956600,97.10635,,,,
2000-01-18,119.6875,119.75,115.00,115.75,7643900,93.9608,,,,
2000-01-19,115.5625,122.00,112.6875,119.50,8634500,97.00488,,,,
2000-01-20,123.00,124.75,119.00,119.00,17783400,96.59901,,,,
2000-01-21,121.875,123.00,119.9375,121.50,7868700,98.6284,,,,
2000-01-24,121.875,122.875,116.5625,121.50,6499200,98.6284,,,,
2000-01-25,116.75,119.50,116.00,119.125,6936900,96.70048,,,,
2000-01-26,119.0625,119.9375,116.00,116.75,4895100,94.77256,,,,
2000-01-27,118.00,118.4375,111.625,113.50,8324600,92.13435,,,,
2000-01-28,112.75,114.1875,110.0625,111.5625,6669400,90.56157,,,,
2000-01-31,111.375,112.8125,109.625,112.25,6202700,91.11965,94.8284,,,
2000-02-01,112.375,113.4375,109.125,110.00,7304700,89.2932,94.5848,,,
2000-02-02,112.00,115.8125,110.375,113.50,7707700,92.13435,94.6432,,,
2000-02-03,115.00,117.50,114.0625,117.125,6213800,95.07697,94.6888,,,
2000-02-04,118.1875,118.4375,114.8125,115.625,5405300,93.85933,94.7548,,,
2000-02-07,116.00,116.875,113.125,114.125,5779500,92.64169,94.7802,,,
2000-02-08,116.9375,119.00,116.1875,118.8125,5464300,96.54832,94.8182,,,
2000-02-09,119.00,119.75,117.00,117.375,5374700,95.3802,94.7573,,,
2000-02-10,117.6875,119.125,116.875,119.125,4446600,96.80226,94.7471,,,
2000-02-11,119.0625,119.4375,114.5625,115.375,5749400,93.75497,94.6354,,,
2000-02-14,116.00,116.375,114.50,116.0625,4544000,94.31364,94.4958,,,
2000-02-15,115.875,117.4375,113.875,117.125,5177500,95.17704,94.5566,,,
2000-02-16,116.50,117.3125,115.25,115.75,3966900,94.0597,94.4093,,,
2000-02-17,116.50,118.875,115.75,116.75,5237500,94.87231,94.323,,,
2000-02-18,115.25,115.9375,111.50,112.50,7673400,91.41872,93.9625,,,
2000-02-22,112.00,113.4375,108.75,111.00,7654800,90.1998,93.5411,,,
2000-02-23,110.50,110.50,108.50,108.75,7435300,88.37142,93.1246,,,
2000-02-24,108.8125,111.00,108.1875,110.50,9112000,89.7935,92.8756,,,
2000-02-25,109.875,109.875,104.9375,108.00,10312200,87.76197,92.657,,,
2000-02-28,104.625,106.50,103.9375,104.50,8479900,84.91783,92.3748,,,
2000-02-29,105.5625,105.5625,100.9375,102.75,10484900,83.49576,91.9936,,,
2000-03-01,102.00,105.50,100.0625,100.25,10807800,81.46423,91.6022,,,
2000-03-02,100.50,105.4375,99.50,103.125,11192900,83.80049,91.1855,,,
2000-03-03,107.25,110.00,106.0625,108.00,10162800,87.76197,90.8198,,TRADE,
2000-03-06,109.9375,111.00,101.00,103.0625,10747400,83.7497,90.3143,,,
2000-03-07,106.00,107.00,101.6875,103.00,10035100,83.69891,89.8671,,,
2000-03-08,103.00,106.875,102.75,106.25,8376400,86.3399,89.3567,,,
2000-03-09,106.50,108.00,104.125,108.00,6334100,87.76197,88.9758,,,
2000-03-10,107.625,109.00,105.00,105.25,7093200,85.52729,88.4121,,,
2000-03-13,104.00,109.00,102.50,107.6875,7871000,87.50803,88.0997,,,
2000-03-14,107.75,110.00,107.375,108.625,7973700,88.26985,87.7975,91.8465,,
2000-03-15,107.50,108.25,106.125,107.00,5665900,86.94936,87.3861,91.7022,,
2000-03-16,109.00,109.8125,107.875,109.00,6622500,88.57458,87.1119,91.6543,,
2000-03-17,108.25,111.6875,107.6875,110.00,8857300,89.38719,86.8376,91.5588,,
2000-03-20,110.00,113.375,109.9375,112.75,6563500,91.62187,86.8478,91.5404,,
