Date,Open,High,Low,Close,Volume,Adj Close,
2000-01-03,112.4375,116.00,111.875,116.00,10347700,94.16374,
2000-01-04,114.00,114.50,110.875,112.0625,8227800,90.96745,
2000-01-05,112.9375,119.75,112.125,116.00,12733200,94.16374,
2000-01-06,118.00,118.9375,113.50,114.00,7971900,92.54023,
2000-01-07,117.25,117.9375,110.625,113.50,11856700,92.13435,
2000-01-10,117.25,119.375,115.375,118.00,8540500,95.78725,
2000-01-11,117.875,121.125,116.625,119.00,7873300,96.59901,
2000-01-12,119.625,122.00,118.25,119.50,6803800,97.00488,
2000-01-13,119.9375,121.00,115.75,118.25,8489700,95.99019,
2000-01-14,120.9375,123.3125,117.50,119.625,10956600,97.10635,
2000-01-18,119.6875,119.75,115.00,115.75,7643900,93.9608,
2000-01-19,115.5625,122.00,112.6875,119.50,8634500,97.00488,
2000-01-20,123.00,124.75,119.00,119.00,17783400,96.59901,
2000-01-21,121.875,123.00,119.9375,121.50,7868700,98.6284,
2000-01-24,121.875,122.875,116.5625,121.50,6499200,98.6284,
2000-01-25,116.75,119.50,116.00,119.125,6936900,96.70048,
2000-01-26,119.0625,119.9375,116.00,116.75,4895100,94.77256,
2000-01-27,118.00,118.4375,111.625,113.50,8324600,92.13435,
2000-01-28,112.75,114.1875,110.0625,111.5625,6669400,90.56157,
2000-01-31,111.375,112.8125,109.625,112.25,6202700,91.11965,
2000-02-01,112.375,113.4375,109.125,110.00,7304700,89.2932,
2000-02-02,112.00,115.8125,110.375,113.50,7707700,92.13435,
2000-02-03,115.00,117.50,114.0625,117.125,6213800,95.07697,
2000-02-04,118.1875,118.4375,114.8125,115.625,5405300,93.85933,
2000-02-07,116.00,116.875,113.125,114.125,5779500,92.64169,
2000-02-08,116.9375,119.00,116.1875,118.8125,5464300,96.54832,
2000-02-09,119.00,119.75,117.00,117.375,5374700,95.3802,
2000-02-10,117.6875,119.125,116.875,119.125,4446600,96.80226,
2000-02-11,119.0625,119.4375,114.5625,115.375,5749400,93.75497,
2000-02-14,116.00,116.375,114.50,116.0625,4544000,94.31364,
2000-02-15,115.875,117.4375,113.875,117.125,5177500,95.17704,
2000-02-16,116.50,117.3125,115.25,115.75,3966900,94.0597,
2000-02-17,116.50,118.875,115.75,116.75,5237500,94.87231,
2000-02-18,115.25,115.9375,111.50,112.50,7673400,91.41872,
2000-02-22,112.00,113.4375,108.75,111.00,7654800,90.1998,
2000-02-23,110.50,110.50,108.50,108.75,7435300,88.37142,
2000-02-24,108.8125,111.00,108.1875,110.50,9112000,89.7935,
2000-02-25,109.875,109.875,104.9375,108.00,10312200,87.76197,
2000-02-28,104.625,106.50,103.9375,104.50,8479900,84.91783,
2000-02-29,105.5625,105.5625,100.9375,102.75,10484900,83.49576,
2000-03-01,102.00,105.50,100.0625,100.25,10807800,81.46423,
2000-03-02,100.50,105.4375,99.50,103.125,11192900,83.80049,
2000-03-03,107.25,110.00,106.0625,108.00,10162800,87.76197,
2000-03-06,109.9375,111.00,101.00,103.0625,10747400,83.7497,
2000-03-07,106.00,107.00,101.6875,103.00,10035100,83.69891,
2000-03-08,103.00,106.875,102.75,106.25,8376400,86.3399,
2000-03-09,106.50,108.00,104.125,108.00,6334100,87.76197,
2000-03-10,107.625,109.00,105.00,105.25,7093200,85.52729,
2000-03-13,104.00,109.00,102.50,107.6875,7871000,87.50803,
2000-03-14,107.75,110.00,107.375,108.625,7973700,88.26985,
2000-03-15,107.50,108.25,106.125,107.00,5665900,86.94936,
2000-03-16,109.00,109.8125,107.875,109.00,6622500,88.57458,
2000-03-17,108.25,111.6875,107.6875,110.00,8857300,89.38719,
2000-03-20,110.00,113.375,109.9375,112.75,6563500,91.62187,
2000-03-21,112.8125,114.6875,111.9375,113.50,6771600,92.23132,
2000-03-22,114.50,115.375,113.875,114.25,6137800,92.84078,
2000-03-23,115.875,115.875,111.625,115.25,6492400,93.6534,
2000-03-24,115.375,122.25,115.0625,120.625,12125600,98.02118,
2000-03-27,125.00,128.25,124.625,126.875,11862900,103.10,
2000-03-28,125.75,127.00,122.0625,122.50,8149600,99.54482,
2000-03-29,122.3125,122.4375,118.50,119.00,7312300,96.70068,
2000-03-30,118.875,123.00,118.6875,122.75,9158000,99.74798,
2000-03-31,122.625,123.75,117.0625,118.375,8015200,96.1928,
2000-04-03,120.00,122.375,119.4375,122.00,7715600,99.13852,
